keyword,intent,niche,url_count,total_sessions,avg_sessions,total_clicks,avg_ctr,potential,best_url,best_clicks
blazer and jeans outfit women,outfit-style,Styling,1,75,75,4,5.33,3.2,stylingfox.com/blazer-and-jeans-outfit-women/,4
whole 30 ice cream recipes,food-recipe,Food/Recipe,1,58,58,1,1.72,3.2,toppuns.com/whole-30-ice-cream-recipes/,1
keto muffins recipes,food-baking,Food/Recipe,1,58,58,1,1.72,3.2,dinnerlylife.com/keto-muffins-recipes/,1
living room sitting area ideas,room-ideas,Home Decor,1,42,42,3,7.14,3.19,roomblr.com/living-room-sitting-area-ideas/,3
backyard deck with roof ideas,room-ideas,Garden/Outdoor,1,42,42,3,7.14,3.19,curtainza.com/backyard-deck-with-roof-ideas/,3
craft room storage ideas,room-ideas,Home Decor,1,24,24,2,8.33,3.18,nuvinhome.com/craft-room-storage-ideas/,2
patio sail shade ideas,product-specific,Garden/Outdoor,2,129,65,9,6.98,3.18,yardzeno.com/patio-sail-shade-ideas/,6
grey living room curtain ideas,product-specific,Home Decor,1,24,24,2,8.33,3.18,curtainza.com/grey-living-room-curtain-ideas/,2
wall covering ideas,product-specific,Home Decor,1,24,24,2,8.33,3.18,artwallia.com/wall-covering-ideas/,2
brown leather couch pillows,product-specific,Home Decor,1,24,24,2,8.33,3.18,pillovio.com/brown-leather-couch-pillows/,2
throws on beds ideas,product-specific,Home Decor,1,24,24,2,8.33,3.18,pillovio.com/throws-on-beds-ideas/,2
picnic outfit ideas,outfit-style,Styling,1,30,30,2,6.67,3.17,ivystyling.com/picnic-outfit-ideas/,2
best stain blocker paint,general,Other,1,62,62,4,6.45,3.17,homeypaint.com/best-stain-blocker-paint/,4
basement floor,product-specific,Home Decor,1,62,62,4,6.45,3.17,floorae.com/basement-floor/,4
corset over shirt outfits,outfit-style,Styling,1,30,30,2,6.67,3.17,hugnify.com/blogs/news/corset-over-shirt-outfits,2
air fryer vegetarian recipes,food-recipe,Food/Recipe,1,59,59,1,1.69,3.16,flavory.work/air-fryer-vegetarian-recipes/,1
leftover taco meat recipes casseroles,food-recipe,Food/Recipe,1,59,59,1,1.69,3.16,tacoflair.com/leftover-taco-meat-recipes-casseroles/,1
vegan recipes with lentils,food-recipe,Food/Recipe,1,59,59,1,1.69,3.16,eatveganly.com/vegan-recipes-with-lentils/,1
indian living room decor,room-ideas,Home Decor,1,199,199,10,5.03,3.16,homenory.com/indian-living-room-decor/,10
long narrow balcony ideas,room-ideas,Home Decor,1,106,106,6,5.66,3.14,balcivo.com/long-narrow-balcony-ideas/,6
jelly roll concert outfit for women,outfit-style,Styling,1,11,11,1,9.09,3.13,ivystyling.com/jelly-roll-concert-outfit-for-women/,1
summer orange nails,hair-beauty,Hair/Beauty,1,11,11,1,9.09,3.13,ivystyling.com/summer-orange-nails/,1
black baggy pants outfit for women,outfit-style,Styling,1,11,11,1,9.09,3.13,lovermuse.com/black-baggy-pants-outfit-for-women/,1
yellow jeans outfit for women,outfit-style,Styling,1,11,11,1,9.09,3.13,stylingradar.com/yellow-jeans-outfit-for-women/,1
great gatsby outfit ideas women,outfit-style,Styling,1,53,53,3,5.66,3.13,hervoguelife.com/the-great-gatsby-outfit-ideas-women/,3
best bbq chicken marinade,food-recipe,Food/Recipe,1,60,60,1,1.67,3.13,bbqhustle.com/best-bbq-chicken-marinade/,1
fat bomb snacks keto recipes,food-recipe,Food/Recipe,1,60,60,1,1.67,3.13,popularteamnames.com/fat-bomb-snacks-keto-recipes/,1
sister wedding gift ideas,wedding-event,Wedding/Craft,3,111,37,6,5.41,3.12,marryza.com/sister-wedding-gift-ideas/,5
small tattoo placements,tattoo,Tattoo,1,90,90,1,1.11,3.11,tattooradar.com/small-tattoo-placements/,1
3 tier planter ideas,product-specific,Garden/Outdoor,1,22,22,2,9.09,3.11,yardzeno.com/3-tier-planter-ideas/,2
arrow tattoo design for men,tattoo,Tattoo,1,31,31,2,6.45,3.1,themaleedit.com/arrow-tattoo-design-for-men/,2
quirky bathroom ideas,room-ideas,Home Decor,1,25,25,2,8,3.09,celenastudio.com/quirky-bathroom-ideas/,2
under the sea bathroom ideas,room-ideas,Home Decor,1,25,25,2,8,3.09,elsiedecor.com/under-the-sea-bathroom-ideas/,2
24th birthday cake,food-baking,Food/Recipe,1,61,61,1,1.64,3.09,eraflavor.com/24th-birthday-cake/,1
bedroom pictures above bed ideas,product-specific,Home Decor,1,25,25,2,8,3.09,ivyrosedecor.com/bedroom-pictures-above-bed-ideas/,2
cool sinks bathroom,product-specific,Home Decor,1,25,25,2,8,3.09,solinadecor.com/cool-sinks-bathroom/,2
window seat ideas living room,product-specific,Home Decor,1,25,25,2,8,3.09,hyggenza.com/window-seat-ideas-living-room/,2
craft room organization,room-ideas,Home Decor,1,25,25,2,8,3.09,organizaspace.com/craft-room-organization/,2
outdoor small patio ideas,room-ideas,Garden/Outdoor,1,77,77,5,6.49,3.08,blossivio.com/outdoor-small-patio-ideas/,5
5 year anniversary gift ideas for him,general,Lifestyle,1,14,14,1,7.14,3.06,lovorae.com/5-year-anniversary-gift-ideas-for-him/,1
living room art deco,room-ideas,Home Decor,1,9,9,1,11.11,3.04,roomblr.com/living-room-art-deco/,1
tiffany lamps living room decor,product-specific,Home Decor,1,9,9,1,11.11,3.04,sleeprism.com/tiffany-lamps-living-room-decor/,1
end of hallway decor,product-specific,Home Decor,1,9,9,1,11.11,3.04,entryzo.com/end-of-hallway-decor/,1
cuachalalate tea benefits,general,Lifestyle,1,62,62,1,1.61,3.04,steepbean.com/cuachalalate-tea-benefits/,1
best corned beef recipe,food-recipe,Food/Recipe,1,247,247,3,1.21,3.04,grillerhood.com/best-corned-beef-recipe/,3
glass bottle decor ideas living rooms,product-specific,Home Decor,1,9,9,1,11.11,3.04,glassoraa.com/glass-bottle-decor-ideas-living-rooms/,1
sheer curtain ideas,product-specific,Home Decor,1,9,9,1,11.11,3.04,cozyofficedecor.com/sheer-curtain-ideas/,1
handmade laundry basket decor,diy-craft,Home Decor,1,512,512,21,4.1,3.04,artelierahome.com/handmade-laundry-basket-decor/,21
denim and diamonds outfit,outfit-style,Styling,1,32,32,2,6.25,3.03,stylingradar.com/denim-and-diamonds-outfit/,2
kitchen countertops ideas,product-specific,Home Decor,1,45,45,3,6.67,3.03,seasonrae.com/kitchen-countertops-ideas/,3
floor vase decorating ideas,product-specific,Home Decor,1,484,484,20,4.13,3.03,floorae.com/floor-vase-decorating-ideas/,20
best nail shape for wide nail beds,hair-beauty,Hair/Beauty,1,32,32,2,6.25,3.03,femshades.com/best-nail-shape-for-wide-nail-beds/,2
brick edging ideas for garden,product-specific,Garden/Outdoor,1,59,59,4,6.78,3.03,moonlightyard.com/brick-edging-ideas-for-garden/,4
diy glass bottle wedding decor,diy-craft,Wedding/Craft,1,45,45,3,6.67,3.03,glassoraa.com/diy-glass-bottle-wedding-decor/,3
naan pizza recipes,food-recipe,Food/Recipe,1,63,63,1,1.59,3.02,eraflavor.com/naan-pizza-recipes/,1
small bedroom window ideas,product-specific,Home Decor,1,66,66,4,6.06,3.02,houzerio.com/small-bedroom-window-ideas/,4
healthy canned chicken recipes,food-recipe,Food/Recipe,1,63,63,1,1.59,3.02,wishflavor.com/healthy-canned-chicken-recipes/,1
gluten free dairy free dip recipes,food-recipe,Food/Recipe,2,126,63,2,1.59,3.02,storyriddles.com/gluten-free-dairy-free-dip-recipes/,2
vegetable garden design ideas,room-ideas,Garden/Outdoor,1,79,79,5,6.33,3.02,artevohome.com/vegetable-garden-design-ideas/,5
recipes that use pie crust,food-recipe,Food/Recipe,1,63,63,1,1.59,3.02,piejourney.com/recipes-that-use-pie-crust/,1
smoked chicken marinade recipe,food-recipe,Food/Recipe,1,63,63,1,1.59,3.02,grillerhood.com/smoked-chicken-marinade-recipe/,1
dark blue bathroom tiles,product-specific,Home Decor,1,26,26,2,7.69,3.01,lyladecor.com/dark-blue-bathroom-tiles/,2
coleus planter ideas,product-specific,Garden/Outdoor,1,167,167,9,5.39,3.01,blosmia.com/coleus-planter-ideas/,9
bamboo wall decor ideas,product-specific,Home Decor,1,26,26,2,7.69,3.01,betonry.com/bamboo-wall-decor-ideas/,2
classroom window,general,Other,1,26,26,2,7.69,3.01,curtainza.com/classroom-window/,2
dog areas in backyard,room-ideas,Garden/Outdoor,1,80,80,5,6.25,2.99,lawnoria.com/dog-areas-in-backyard/,5
flower workshop ideas,diy-craft,Wedding/Craft,1,290,290,14,4.83,2.99,blosmia.com/flower-workshop-ideas/,14
small backyard ideas,room-ideas,Garden/Outdoor,1,8,8,1,12.5,2.99,grassora.com/small-backyard-ideas/,1
remove lacquer from wood,diy-craft,Home Decor,1,46,46,3,6.52,2.98,woodworkwizardry.com/how-do-you-remove-lacquer-from-wood/,3
gluten free dairy free bread machine recipes,food-baking,Food/Recipe,1,64,64,1,1.56,2.97,freshdairyfree.com/gluten-free-dairy-free-bread-machine-recipes/,1
iron rich dinner recipes,food-recipe,Food/Recipe,1,64,64,1,1.56,2.97,beanwhisper.com/iron-rich-dinner-recipes/,1
chinese stir fry recipes,food-recipe,Food/Recipe,1,155,155,2,1.29,2.97,stircrave.com/chinese-stir-fry-recipes/,2
running aesthetic outfit,outfit-style,Styling,1,12,12,1,8.33,2.96,stylingradar.com/running-aesthetic-outfit/,1
birthday gift for husband,general,Lifestyle,1,12,12,1,8.33,2.96,hugnify.com/blogs/news/birthday-gift-for-husband,1
tv stands ideas for living room,product-specific,Home Decor,1,139,139,7,5.04,2.96,homezae.com/tv-stands-ideas-for-living-room/,7
studio ghibli room,room-ideas,Home Decor,1,91,91,5,5.49,2.95,smallvia.com/studio-ghibli-room/,5
living room trends,room-ideas,Home Decor,1,5886,5886,168,2.85,2.94,minoradesign.com/2026-living-room-trends/,168
living room tv wall ideas,room-ideas,Home Decor,1,191,191,9,4.71,2.94,homenory.com/living-room-tv-wall-ideas/,9
boys bedroom ideas with bunk beds,room-ideas,Home Decor,2,94,47,6,6.38,2.93,cosaroom.com/boys-bedroom-ideas-with-bunk-beds/,5
spa like bedroom,room-ideas,Home Decor,1,47,47,3,6.38,2.93,roomblr.com/spa-like-bedroom/,3
ideas for non traditional wedding,wedding-event,Wedding/Craft,1,15,15,1,6.67,2.93,charmvows.com/ideas-for-non-traditional-wedding/,1
passion fruit plant trellis garden ideas,product-specific,Garden/Outdoor,1,42,42,3,7.14,2.93,blossivio.com/passion-fruit-plant-trellis-garden-ideas/,3
bedroom ceiling lighting ideas,product-specific,Home Decor,1,27,27,2,7.41,2.93,ceiloria.com/bedroom-ceiling-lighting-ideas/,2
hot tub ideas backyard patio,room-ideas,Garden/Outdoor,1,42,42,3,7.14,2.93,softlyoutdoor.com/hot-tub-ideas-backyard-patio/,3
rustic kitchen island ideas,product-specific,Home Decor,1,27,27,2,7.41,2.93,hyggenza.com/rustic-kitchen-island-ideas/,2
cup gift ideas filled,product-specific,Kitchen,1,15,15,1,6.67,2.93,lovorae.com/cup-gift-ideas-filled/,1
office nook ideas,room-ideas,Home Decor,1,47,47,3,6.38,2.93,artwallia.com/office-nook-ideas/,3
chicken stir fry sauce,food-recipe,Food/Recipe,1,66,66,1,1.52,2.92,tastywolf.com/chicken-stir-fry-sauce/,1
keto dairy free recipes dinner,food-recipe,Food/Recipe,1,66,66,1,1.52,2.92,jokesfordays.com/keto-dairy-free-recipes-dinner/,1
hot italian sausage recipes,food-recipe,Food/Recipe,1,66,66,1,1.52,2.92,lolpuns.com/hot-italian-sausage-recipes/,1
ninja creami ice cream recipes sugar free,food-recipe,Food/Recipe,1,66,66,1,1.52,2.92,toppuns.com/ninja-creami-ice-cream-recipes-sugar-free/,1
media wall ideas,product-specific,Home Decor,2,161,81,9,5.59,2.92,artwallia.com/media-wall-ideas/,8
burnt orange bedroom ideas,room-ideas,Home Decor,2,36,18,3,8.33,2.91,cornerlily.com/burnt-orange-bedroom-ideas/,2
paw patrol bedroom ideas for boys,room-ideas,Home Decor,2,36,18,3,8.33,2.91,sleeprism.com/paw-patrol-bedroom-ideas-for-boys/,3
easy bundt cake recipes,food-baking,Food/Recipe,1,263,263,3,1.14,2.9,eraflavor.com/easy-bundt-cake-recipes/,3
half wall paneling bedroom,room-ideas,Home Decor,1,93,93,5,5.38,2.9,solinadecor.com/half-wall-paneling-bedroom/,5
viking hairstyles,hair-beauty,Hair/Beauty,1,34,34,2,5.88,2.9,stylingfox.com/viking-hairstyles/,2
handmade room decor ideas,diy-craft,Home Decor,1,93,93,5,5.38,2.9,artelierahome.com/handmade-room-decor-ideas/,5
3 window curtain ideas,product-specific,Home Decor,1,93,93,5,5.38,2.9,curtainza.com/3-window-curtain-ideas/,5
bedroom ceiling fans with light,product-specific,Home Decor,1,48,48,3,6.25,2.89,ivyrosedecor.com/bedroom-ceiling-fans-with-light/,3
coastal balcony ideas,room-ideas,Garden/Outdoor,1,48,48,3,6.25,2.89,balcivo.com/coastal-balcony-ideas/,3
backyard ideas for renters,room-ideas,Garden/Outdoor,1,70,70,4,5.71,2.89,ceiloria.com/backyard-ideas-for-renters/,4
plants for chicken coop,general,Garden/Outdoor,1,153,153,8,5.23,2.87,floramood.com/plants-for-chicken-coop/,8
high protein low carb salmon recipes,food-recipe,Food/Recipe,1,67,67,1,1.49,2.87,primejokes.com/high-protein-low-carb-salmon-recipes/,1
army shadow box ideas,product-specific,Home Decor,1,517,517,15,2.9,2.87,diyvera.com/army-shadow-box-ideas/,15
best starbucks matcha drinks,general,Food/Recipe,1,67,67,1,1.49,2.87,steepbean.com/best-starbucks-matcha-drinks/,1
toyota corolla modified,general,Other,1,71,71,4,5.63,2.86,drivecruise.com/toyota-corolla-modified/,4
ground lamb recipes easy,food-recipe,Food/Recipe,1,162,162,2,1.23,2.86,amazingteamnames.com/ground-lamb-recipes-easy/,2
living room with tv,room-ideas,Home Decor,1,119,119,6,5.04,2.86,homenory.com/living-room-with-tv/,6
curtain ideas diy,diy-craft,Home Decor,1,71,71,4,5.63,2.86,cozyofficedecor.com/curtain-ideas-diy/,4
bedroom music studio,room-ideas,Home Decor,1,10,10,1,10,2.85,celenastudio.com/bedroom-music-studio/,1
sister bedroom ideas,room-ideas,Home Decor,1,10,10,1,10,2.85,lunarosedecor.com/sister-bedroom-ideas/,1
modern living room decor,room-ideas,Home Decor,1,10,10,1,10,2.85,roomblr.com/modern-living-room-decor/,1
11x11 bedroom layout ideas,room-ideas,Home Decor,1,28,28,2,7.14,2.85,rumbledecor.com/11x11-bedroom-layout-ideas/,2
bathroom tub tile ideas,product-specific,Home Decor,1,10,10,1,10,2.85,solinadecor.com/bathroom-tub-tile-ideas/,1
plants for full sun,product-specific,Garden/Outdoor,1,500,500,21,4.2,2.85,floramood.com/plants-for-full-sun/,21
red kitchen ideas,room-ideas,Home Decor,1,10,10,1,10,2.85,entryzo.com/red-kitchen-ideas/,1
yellow kids bedroom,room-ideas,Home Decor,1,28,28,2,7.14,2.85,kidlura.com/yellow-kids-bedroom/,2
living room table decor,product-specific,Home Decor,1,10,10,1,10,2.85,homezae.com/living-room-table-decor/,1
screened in porch curtain ideas,product-specific,Home Decor,1,10,10,1,10,2.85,homezae.com/screened-in-porch-curtain-ideas/,1
apartment curtain ideas,product-specific,Home Decor,1,10,10,1,10,2.85,homenory.com/apartment-curtain-ideas/,1
office desk decor ideas,room-ideas,Home Decor,1,10,10,1,10,2.85,cozyofficedecor.com/office-desk-decor-ideas/,1
hallway lighting ideas,product-specific,Home Decor,1,28,28,2,7.14,2.85,lampenza.com/hallway-lighting-ideas/,2
victorian bathroom ideas,room-ideas,Home Decor,1,10,10,1,10,2.85,glamorora.com/victorian-bathroom-ideas/,1
modern industrial decor living room,room-ideas,Home Decor,1,10,10,1,10,2.85,betonry.com/modern-industrial-decor-living-room/,1
bay window curtain ideas,product-specific,Home Decor,1,10,10,1,10,2.85,cozybathroomdecor.com/bay-window-curtain-ideas/,1
farmhouse fireplace,product-specific,Home Decor,1,10,10,1,10,2.85,farmsteadra.com/farmhouse-fireplace/,1
black candle holder decor ideas,product-specific,Home Decor,1,10,10,1,10,2.85,lumelith.com/black-candle-holder-decor-ideas/,1
cozy rugs for bedroom,product-specific,Home Decor,1,28,28,2,7.14,2.85,rugsora.com/cozy-rugs-for-bedroom/,2
home decor metal panel inspiration,product-specific,Home Decor,1,10,10,1,10,2.85,metacraftera.com/home-decor-metal-panel-inspiration/,1
90er outfit mottoparty frauen,outfit-style,Styling,1,35,35,2,5.71,2.84,stylingradar.com/90er-outfit-mottoparty-frauen/,2
healthy liver recipes,food-recipe,Food/Recipe,1,68,68,1,1.47,2.84,primejokes.com/healthy-liver-recipes/,1
decorar patio pequeno,room-ideas,Garden/Outdoor,1,64,64,4,6.25,2.84,patizvo.com/decorar-patio-pequeno/,4
balcony privacy,product-specific,Garden/Outdoor,1,49,49,3,6.12,2.84,balcivo.com/balcony-privacy/,3
quick and easy dinner recipes vegetarian indian,food-recipe,Food/Recipe,1,68,68,1,1.47,2.84,veggiekitchenly.com/quick-and-easy-dinner-recipes-vegetarian-indian/,1
mexican dip recipes easy,food-recipe,Food/Recipe,1,68,68,1,1.47,2.84,mexifork.com/mexican-dip-recipes-easy/,1
curved sofa living room,product-specific,Home Decor,1,49,49,3,6.12,2.84,homezae.com/curved-sofa-living-room/,3
twins birthday cake ideas,food-baking,Food/Recipe,1,42,42,2,4.76,2.83,eloralove.com/twins-birthday-cake-ideas/,2
garden edging stones ideas,product-specific,Garden/Outdoor,1,156,156,8,5.13,2.83,slowgardenlife.com/garden-edging-stones-ideas/,8
small bathroom curtain ideas,product-specific,Home Decor,1,44,44,1,2.27,2.83,cozykitchenia.com/small-bathroom-curtain-ideas/,1
handmade wall decor,diy-craft,Home Decor,1,72,72,4,5.56,2.83,artelierahome.com/how-to-make-handmade-wall-decor/,4
metal gate decor ideas outdoor,product-specific,Garden/Outdoor,1,72,72,4,5.56,2.83,metacraftera.com/metal-gate-decor-ideas-outdoor/,4
spiller plants for containers,product-specific,Garden/Outdoor,1,834,834,32,3.84,2.82,floramood.com/spiller-plants-for-containers/,32
gray skirt outfit,outfit-style,Styling,1,13,13,1,7.69,2.81,lovermuse.com/gray-skirt-outfit/,1
grey pants outfit,outfit-style,Styling,1,13,13,1,7.69,2.81,stylingradar.com/grey-pants-outfit/,1
keto bread recipes,food-baking,Food/Recipe,2,54,27,1,1.85,2.81,eatlina.com/keto-bread-recipes/,1
white and grey marble bathroom,room-ideas,Home Decor,1,50,50,3,6,2.8,celenastudio.com/white-and-grey-marble-bathroom/,3
slat wall ideas living room,room-ideas,Home Decor,2,100,50,6,6,2.8,roomblr.com/slat-wall-ideas-living-room/,6
fix scratches on wood floor,diy-craft,Home Decor,1,97,97,5,5.15,2.8,woodworkwizardry.com/how-to-fix-scratches-on-wood-floor/,5
cowboy cake ideas,food-baking,Food/Recipe,1,16,16,1,6.25,2.8,charmvows.com/cowboy-cake-ideas/,1
rainbow room kids,room-ideas,Home Decor,1,50,50,3,6,2.8,kidlura.com/rainbow-room-kids/,3
game room basement ideas,room-ideas,Home Decor,1,50,50,3,6,2.8,homenory.com/game-room-basement-ideas/,3
home theater ideas basement,room-ideas,Home Decor,1,50,50,3,6,2.8,artwallia.com/home-theater-ideas-basement/,3
backyard cinder block ideas,product-specific,Garden/Outdoor,1,9,9,1,11.11,2.79,lodgvia.com/backyard-cinder-block-ideas/,1
backyard landscape ideas on a budget,room-ideas,Garden/Outdoor,1,9,9,1,11.11,2.79,lodgvia.com/backyard-landscape-ideas-on-a-budget/,1
high protein low fat chicken recipes,food-recipe,Food/Recipe,1,168,168,2,1.19,2.79,primejokes.com/high-protein-low-fat-chicken-recipes/,2
modern patio ideas,room-ideas,Garden/Outdoor,1,9,9,1,11.11,2.79,patizvo.com/modern-patio-ideas/,1
balcony grill design,product-specific,Garden/Outdoor,1,29,29,2,6.9,2.79,balcivo.com/balcony-grill-design/,2
desk lighting ideas,product-specific,Home Decor,1,29,29,2,6.9,2.79,lampenza.com/desk-lighting-ideas/,2
front door entryway ideas,room-ideas,Home Decor,1,9,9,1,11.11,2.79,grassora.com/front-door-entryway-ideas/,1
patio seating ideas,product-specific,Garden/Outdoor,1,9,9,1,11.11,2.79,yardzeno.com/patio-seating-ideas/,1
crochet bathroom decor,diy-craft,Home Decor,1,505,505,19,3.76,2.78,floriadecor.com/crochet-bathroom-decor/,19
kids cake design,food-baking,Food/Recipe,1,70,70,1,1.43,2.78,lunapastry.com/kids-cake-design/,1
carnivore diet chicken recipes,food-recipe,Food/Recipe,1,70,70,1,1.43,2.78,newtritiousjuicebar.com/carnivore-diet-chicken-recipes/,1
brass bed bedroom,product-specific,Home Decor,1,74,74,4,5.41,2.77,floriadecor.com/brass-bed-bedroom/,4
cat urine smell out of wood floors,general,Lifestyle,1,124,124,6,4.84,2.77,woodworkwizardry.com/how-to-get-cat-urine-smell-out-of-wood-floors/,6
camel sofa living room,product-specific,Home Decor,1,51,51,3,5.88,2.76,celenastudio.com/camel-sofa-living-room/,3
dark green accent wall bedroom ideas,room-ideas,Home Decor,1,51,51,3,5.88,2.76,cosaroom.com/dark-green-accent-wall-bedroom-ideas/,3
